2	12	2	2	951	2	2	4	2	1	4	3	27	1	1	4	3	1	1	1
1	24	2	0	2303	1	5	4	3	2	1	1	45	3	2	1	3	1	1	1
2	15	4	3	2728	5	4	4	3	3	2	1	35	1	2	3	3	1	2	1
2	6	3	9	1449	2	5	1	1	1	2	3	31	1	2	2	3	2	1	1
4	36	4	1	5711	4	5	4	3	1	2	3	38	3	2	2	4	1	2	1
2	24	2	3	3758	3	1	1	2	1	4	4	23	3	1	1	1	1	1	1
1	12	4	3	385	1	4	4	2	1	3	1	58	3	2	4	2	1	2	1
2	24	2	3	3092	2	2	3	4	1	2	3	22	3	1	1	3	1	2	1
1	48	2	0	3931	1	4	4	3	1	4	4	46	3	3	1	3	2	1	1
2	12	0	8	1410	1	3	2	3	1	2	1	31	3	2	1	2	1	2	1
4	60	2	3	10144	2	4	2	2	1	4	1	21	3	2	1	3	1	2	1
2	9	2	3	1670	1	2	4	2	1	2	3	22	3	2	1	3	1	2	1
1	24	3	0	1333	1	1	4	3	1	2	1	43	3	3	2	3	2	1	1
1	40	4	6	5998	1	3	4	3	1	3	4	27	1	2	1	3	1	2	1
2	48	0	9	12204	5	3	2	3	1	2	3	48	1	2	1	4	1	2	1
3	10	2	0	1240	2	5	1	2	1	4	4	48	3	3	1	2	2	1	1
2	24	2	0	3512	2	4	2	3	1	3	3	38	1	2	2	3	1	2	1
3	15	4	1	2360	3	3	2	3	1	2	3	36	3	2	1	3	1	2	1
1	12	0	3	6199	1	3	4	3	1	2	2	28	3	1	2	3	1	2	1
1	6	4	0	666	4	4	3	2	1	4	1	39	3	2	2	2	1	2	1
1	6	4	2	1872	1	1	4	3	1	4	4	36	3	3	3	4	1	2	1
2	12	2	2	3017	1	2	3	2	1	1	1	34	3	1	1	4	1	1	1
1	9	2	0	654	1	3	4	3	1	3	3	28	3	2	1	2	1	1	1
1	24	2	3	1282	2	3	4	2	1	2	3	32	3	2	1	2	1	1	1
1	24	3	0	4870	1	3	3	3	1	4	4	53	3	3	2	3	2	1	1
3	10	2	4	1225	1	3	2	3	1	2	3	37	3	2	1	3	1	2	1
2	24	2	1	11560	1	3	1	2	1	4	3	23	3	1	2	4	1	1	1
4	54	0	1	9436	5	3	2	3	1	2	2	39	3	2	1	2	2	1	1
1	18	2	0	2249	2	4	4	3	1	3	3	30	3	2	1	4	2	2	1
1	12	2	2	3590	1	3	2	3	2	2	2	29	3	2	1	2	2	1	1
1	6	2	1	1352	3	1	1	2	1	2	2	23	3	1	1	1	1	2	1
2	9	2	9	1391	1	3	2	4	1	1	1	27	1	2	1	3	1	2	1
1	18	2	2	2462	1	3	2	3	1	2	3	22	3	2	1	3	1	1	1
2	20	0	1	6148	2	5	3	4	1	4	3	31	1	2	2	3	1	2	1
1	30	4	1	6187	2	4	1	4	1	4	3	24	3	1	2	3	1	1	1
3	6	3	3	683	1	2	2	2	1	1	2	29	1	2	1	3	1	1	1
4	15	4	3	1829	1	5	4	3	1	4	3	46	3	2	2	3	1	2	1
4	24	4	1	2346	1	4	4	3	1	3	3	35	3	2	2	3	1	2	1
4	24	4	3	2872	2	5	3	3	1	4	1	36	3	2	1	3	2	2	1
2	24	2	1	4113	3	2	3	2	1	4	3	28	3	1	1	3	1	1	1
2	36	2	6	2273	1	4	3	3	1	1	3	32	3	2	2	3	2	1	1
1	30	0	2	4583	1	3	2	1	3	2	1	32	3	2	2	3	1	1	1
4	24	3	9	2978	5	3	4	3	1	4	1	32	3	2	2	3	2	2	1
2	20	3	10	2629	1	3	2	3	1	3	3	29	1	2	2	3	1	2	1
2	20	2	1	6468	5	1	1	1	1	4	1	60	3	2	1	4	1	2	1
4	18	2	2	1984	1	3	4	3	1	4	4	47	1	3	2	3	1	1	1
1	12	2	3	1107	1	3	2	3	1	2	1	20	3	1	1	4	2	2	1
1	12	4	2	2246	1	5	3	3	1	3	2	60	3	2	2	3	1	1	1
4	24	4	2	5150	1	5	4	3	1	4	3	33	3	2	1	3	1	2	1
4	15	2	0	5324	3	5	1	2	1	4	4	35	3	3	1	3	1	1	1
4	12	2	1	1413	4	4	3	3	1	2	2	55	3	2	1	3	1	1	2
1	10	4	2	2132	5	2	2	2	2	3	1	27	3	1	2	3	1	1	2
4	30	2	3	1867	5	5	4	3	1	4	3	58	3	2	1	3	1	2	1
4	12	2	2	1768	1	3	3	3	1	2	1	24	3	1	1	2	1	1	1
4	12	2	0	3527	5	2	2	3	1	3	2	45	3	2	1	4	2	2	1
4	36	2	2	3349	1	3	4	2	1	2	3	28	3	2	1	4	1	2	1
4	36	4	0	3535	1	4	4	3	1	4	3	37	3	2	2	3	1	2	1
2	24	2	1	2760	5	5	4	3	1	4	4	36	1	3	1	3	1	2	1
1	15	2	0	2511	1	1	1	2	1	4	3	23	3	1	1	3	1	1	1
4	36	3	9	9572	1	2	1	1	1	1	3	28	3	2	2	3	1	1	1
2	18	4	2	6361	1	5	2	3	1	1	4	41	3	2	1	3	1	2	1
4	36	2	1	8133	1	3	1	2	1	2	2	30	1	2	1	3	1	1	1
2	12	2	2	1922	1	3	4	3	1	2	2	37	3	2	1	2	1	1	1
4	12	4	6	2012	5	4	4	2	1	2	3	61	3	2	1	3	1	1	1
4	18	4	1	3850	1	4	3	3	1	1	3	27	3	2	2	3	1	1	1
4	18	2	1	3378	5	3	2	3	1	1	2	31	3	2	1	3	1	2	1
1	15	4	2	1478	1	5	4	3	1	4	3	44	3	2	2	3	2	2	1
1	18	2	2	2659	4	3	4	3	1	2	3	28	3	2	1	3	1	1	1
1	30	2	2	3622	4	5	4	2	1	4	2	57	3	1	2	3	1	2	1
4	15	4	2	3343	1	3	4	3	1	2	4	28	3	3	1	3	1	2	1
2	21	3	0	2353	1	3	1	1	1	4	2	47	3	2	2	3	1	1	1
2	14	2	9	1410	3	5	1	4	1	2	1	35	3	2	1	3	1	2	1
4	18	4	2	3780	1	2	3	1	1	2	3	35	3	2	2	4	1	2	1
1	18	4	2	2124	1	3	4	2	1	4	1	24	3	1	2	3	1	1	1
4	10	2	0	1309	5	3	4	3	3	4	2	27	3	2	1	2	1	1	1
